reviewPriority,reviewBatch,playerKey,playerName,classicRole,mantraRoles,realTeam,realTeamOriginal,fantacalcioId,quotationCurrent,fvm,fantasyRoster,fbrefSearchQuery,fbrefSearchUrl,fbrefId,fbrefName,fbrefUrl,matchStatus,confidence,notes
"238","batch-05","fc-7212","Heggem","D","Ds/Dc","BOL","Bologna","7212","4","12","As Paperopoli","Heggem Bologna fbref","https://fbref.com/en/search/search.fcgi?search=Heggem%20Bologna%20fbref","","","","needs-review","",""
"239","batch-05","fc-5678","Holm","D","Dd/E","JUV","Juventus","5678","10","8","River Plaid","Holm Juventus fbref","https://fbref.com/en/search/search.fcgi?search=Holm%20Juventus%20fbref","","","","needs-review","",""
"240","batch-05","fc-6680","Karlstrom","C","M/C","UDI","Udinese","6680","9","15","","Karlstrom Udinese fbref","https://fbref.com/en/search/search.fcgi?search=Karlstrom%20Udinese%20fbref","","","","needs-review","",""
"241","batch-05","fc-6394","Ramadani","C","M/C","LEC","Lecce","6394","8","13","","Ramadani Lecce fbref","https://fbref.com/en/search/search.fcgi?search=Ramadani%20Lecce%20fbref","","","","needs-review","",""
"242","batch-05","fc-5620","Tavares N.","D","Ds/E","LAZ","Lazio","5620","6","18","Ac Milan","Tavares N Lazio fbref","https://fbref.com/en/search/search.fcgi?search=Tavares%20N%20Lazio%20fbref","","","","needs-review","",""
"243","batch-05","fc-4887","Bellanova","D","E","ATA","Atalanta","4887","6","11","River Plaid","Bellanova Atalanta fbref","https://fbref.com/en/search/search.fcgi?search=Bellanova%20Atalanta%20fbref","","","","needs-review","",""
"244","batch-05","fc-6675","Dovbyk","A","Pc","ROM","Roma","6675","10","8","real mappine","Dovbyk Roma fbref","https://fbref.com/en/search/search.fcgi?search=Dovbyk%20Roma%20fbref","","","","needs-review","",""
"245","batch-05","fc-6206","Fabbian","C","C/T","FIO","Fiorentina","6206","6","9","As Paperopoli","Fabbian Fiorentina fbref","https://fbref.com/en/search/search.fcgi?search=Fabbian%20Fiorentina%20fbref","","","","needs-review","",""
"246","batch-05","fc-2334","Leris","C","W","PIS","Pisa","2334","10","12","","Leris Pisa fbref","https://fbref.com/en/search/search.fcgi?search=Leris%20Pisa%20fbref","","","","needs-review","",""
"247","batch-05","fc-4970","Messias","C","C/W","GEN","Genoa","4970","16","12","","Messias Genoa fbref","https://fbref.com/en/search/search.fcgi?search=Messias%20Genoa%20fbref","","","","needs-review","",""
"248","batch-05","fc-5435","Moreno Alb.","D","Ds/E","COM","Como","5435","9","10","Afc Severgas Baronissi","Moreno Alb Como fbref","https://fbref.com/en/search/search.fcgi?search=Moreno%20Alb%20Como%20fbref","","","","needs-review","",""
"249","batch-05","fc-5840","Olivera","D","Ds/E","NAP","Napoli","5840","5","14","Prestige Worldwide","Olivera Napoli fbref","https://fbref.com/en/search/search.fcgi?search=Olivera%20Napoli%20fbref","","","","needs-review","",""
"250","batch-05","fc-6549","Pierotti","C","W/A","LEC","Lecce","6549","7","13","","Pierotti Lecce fbref","https://fbref.com/en/search/search.fcgi?search=Pierotti%20Lecce%20fbref","","","","needs-review","",""
"251","batch-06","fc-5319","Sohm","C","C","BOL","Bologna","5319","4","12","Real Pisistrius","Sohm Bologna fbref","https://fbref.com/en/search/search.fcgi?search=Sohm%20Bologna%20fbref","","","","needs-review","",""
"252","batch-06","fc-6495","Comuzzo","D","Dc","FIO","Fiorentina","6495","4","11","Afc Severgas Baronissi","Comuzzo Fiorentina fbref","https://fbref.com/en/search/search.fcgi?search=Comuzzo%20Fiorentina%20fbref","","","","needs-review","",""
"253","batch-06","fc-6643","Dallinga","A","Pc","BOL","Bologna","6643","6","9","As Paperopoli","Dallinga Bologna fbref","https://fbref.com/en/search/search.fcgi?search=Dallinga%20Bologna%20fbref","","","","needs-review","",""
"254","batch-06","fc-2531","Lukaku","A","Pc","NAP","Napoli","2531","15","10","River Plaid","Lukaku Napoli fbref","https://fbref.com/en/search/search.fcgi?search=Lukaku%20Napoli%20fbref","","","","needs-review","",""
"255","batch-06","fc-2528","Matic","C","M/C","SAS","Sassuolo","2528","8","13","","Matic Sassuolo fbref","https://fbref.com/en/search/search.fcgi?search=Matic%20Sassuolo%20fbref","","","","needs-review","",""
"256","batch-06","fc-572","Meret","P","Por","NAP","Napoli","572","8","20","Olympic Salerno  FC","Meret Napoli fbref","https://fbref.com/en/search/search.fcgi?search=Meret%20Napoli%20fbref","","","","needs-review","",""
"257","batch-06","fc-5813","Miretti","C","C/T","JUV","Juventus","5813","7","12","Prestige Worldwide","Miretti Juventus fbref","https://fbref.com/en/search/search.fcgi?search=Miretti%20Juventus%20fbref","","","","needs-review","",""
"258","batch-06","fc-7001","N'Dri","A","W/A","LEC","Lecce","7001","7","10","Prestige Worldwide","N'Dri Lecce fbref","https://fbref.com/en/search/search.fcgi?search=N'Dri%20Lecce%20fbref","","","","needs-review","",""
"259","batch-06","fc-479","Sanabria","A","Pc","CRE","Cremonese","479","4","10","real mappine","Sanabria Cremonese fbref","https://fbref.com/en/search/search.fcgi?search=Sanabria%20Cremonese%20fbref","","","","needs-review","",""
"260","batch-06","fc-6380","Solomon","A","W/A","FIO","Fiorentina","6380","8","18","Afc Severgas Baronissi","Solomon Fiorentina fbref","https://fbref.com/en/search/search.fcgi?search=Solomon%20Fiorentina%20fbref","","","","needs-review","",""
"261","batch-06","fc-5761","Zhegrova","C","W","JUV","Juventus","5761","9","12","real mappine","Zhegrova Juventus fbref","https://fbref.com/en/search/search.fcgi?search=Zhegrova%20Juventus%20fbref","","","","needs-review","",""
"262","batch-06","fc-6916","Ahanor","D","B/Ds/E","ATA","Atalanta","6916","4","10","FC DueFratelli2005","Ahanor Atalanta fbref","https://fbref.com/en/search/search.fcgi?search=Ahanor%20Atalanta%20fbref","","","","needs-review","",""
"263","batch-06","fc-6439","Cheddira","A","Pc","LEC","Lecce","6439","11","23","","Cheddira Lecce fbref","https://fbref.com/en/search/search.fcgi?search=Cheddira%20Lecce%20fbref","","","","needs-review","",""
"264","batch-06","fc-7316","Durosinmi","A","Pc","PIS","Pisa","7316","10","9","FC DueFratelli2005","Durosinmi Pisa fbref","https://fbref.com/en/search/search.fcgi?search=Durosinmi%20Pisa%20fbref","","","","needs-review","",""
"265","batch-06","fc-5833","Gila","D","Dc","LAZ","Lazio","5833","8","16","","Gila Lazio fbref","https://fbref.com/en/search/search.fcgi?search=Gila%20Lazio%20fbref","","","","needs-review","",""
"266","batch-06","fc-5131","Gilmour","C","M/C","NAP","Napoli","5131","7","12","River Plaid","Gilmour Napoli fbref","https://fbref.com/en/search/search.fcgi?search=Gilmour%20Napoli%20fbref","","","","needs-review","",""
"267","batch-06","fc-5701","Obert","D","Ds/Dc","CAG","Cagliari","5701","7","13","","Obert Cagliari fbref","https://fbref.com/en/search/search.fcgi?search=Obert%20Cagliari%20fbref","","","","needs-review","",""
"268","batch-06","fc-6024","Sulemana I.","C","M/C","CAG","Cagliari","6024","6","10","As Paperopoli","Sulemana I Cagliari fbref","https://fbref.com/en/search/search.fcgi?search=Sulemana%20I%20Cagliari%20fbref","","","","needs-review","",""
"269","batch-06","fc-6252","Folorunsho","C","C/T","CAG","Cagliari","6252","10","14","","Folorunsho Cagliari fbref","https://fbref.com/en/search/search.fcgi?search=Folorunsho%20Cagliari%20fbref","","","","needs-review","",""
"270","batch-06","fc-6639","Frese","D","Ds/E","VER","Verona","6639","7","12","","Frese Verona fbref","https://fbref.com/en/search/search.fcgi?search=Frese%20Verona%20fbref","","","","needs-review","",""
"271","batch-06","fc-7125","Idrissi R.","D","Ds/E","CAG","Cagliari","7125","5","9","As Paperopoli","Idrissi R Cagliari fbref","https://fbref.com/en/search/search.fcgi?search=Idrissi%20R%20Cagliari%20fbref","","","","needs-review","",""
"272","batch-06","fc-7175","Joao Mario","D","E","BOL","Bologna","7175","6","12","Olympic Salerno  FC","Joao Mario Bologna fbref","https://fbref.com/en/search/search.fcgi?search=Joao%20Mario%20Bologna%20fbref","","","","needs-review","",""
"273","batch-06","fc-5578","Kossounou","D","Dd/Dc","ATA","Atalanta","5578","6","8","Afc Severgas Baronissi","Kossounou Atalanta fbref","https://fbref.com/en/search/search.fcgi?search=Kossounou%20Atalanta%20fbref","","","","needs-review","",""
"274","batch-06","fc-7018","Nelsson","D","Dc","VER","Verona","7018","5","11","","Nelsson Verona fbref","https://fbref.com/en/search/search.fcgi?search=Nelsson%20Verona%20fbref","","","","needs-review","",""
"275","batch-06","fc-6990","Veiga D.","D","Dd/E","LEC","Lecce","6990","5","13","","Veiga D Lecce fbref","https://fbref.com/en/search/search.fcgi?search=Veiga%20D%20Lecce%20fbref","","","","needs-review","",""
"276","batch-06","fc-513","Acerbi","D","Dc","INT","Inter","513","5","10","Prestige Worldwide","Acerbi Inter fbref","https://fbref.com/en/search/search.fcgi?search=Acerbi%20Inter%20fbref","","","","needs-review","",""
"277","batch-06","fc-6015","Berisha M.","C","C/T","LEC","Lecce","6015","7","9","real mappine","Berisha M Lecce fbref","https://fbref.com/en/search/search.fcgi?search=Berisha%20M%20Lecce%20fbref","","","","needs-review","",""
"278","batch-06","fc-7028","Bernede","C","C","VER","Verona","7028","7","11","","Bernede Verona fbref","https://fbref.com/en/search/search.fcgi?search=Bernede%20Verona%20fbref","","","","needs-review","",""
"279","batch-06","fc-801","Gagliardini","C","M/C","VER","Verona","801","7","12","","Gagliardini Verona fbref","https://fbref.com/en/search/search.fcgi?search=Gagliardini%20Verona%20fbref","","","","needs-review","",""
"280","batch-06","fc-5301","Luis Henrique","C","E/W","INT","Inter","5301","8","12","","Luis Henrique Inter fbref","https://fbref.com/en/search/search.fcgi?search=Luis%20Henrique%20Inter%20fbref","","","","needs-review","",""
"281","batch-06","fc-6054","Moro N.","C","M/C","BOL","Bologna","6054","9","11","","Moro N Bologna fbref","https://fbref.com/en/search/search.fcgi?search=Moro%20N%20Bologna%20fbref","","","","needs-review","",""
"282","batch-06","fc-5295","Musah","C","C/W","ATA","Atalanta","5295","5","11","As Paperopoli","Musah Atalanta fbref","https://fbref.com/en/search/search.fcgi?search=Musah%20Atalanta%20fbref","","","","needs-review","",""
"283","batch-06","fc-6218","Oristanio","C","W/T/A","PAR","Parma","6218","4","10","FC DueFratelli2005","Oristanio Parma fbref","https://fbref.com/en/search/search.fcgi?search=Oristanio%20Parma%20fbref","","","","needs-review","",""
"284","batch-06","fc-218","Perin","P","Por","JUV","Juventus","218","8","10","As Paperopoli","Perin Juventus fbref","https://fbref.com/en/search/search.fcgi?search=Perin%20Juventus%20fbref","","","","needs-review","",""
"285","batch-06","fc-6424","Prati","C","M/C","TOR","Torino","6424","7","11","","Prati Torino fbref","https://fbref.com/en/search/search.fcgi?search=Prati%20Torino%20fbref","","","","needs-review","",""
"286","batch-06","fc-7313","Ratkov","A","Pc","LAZ","Lazio","7313","9","9","Beetlejuice","Ratkov Lazio fbref","https://fbref.com/en/search/search.fcgi?search=Ratkov%20Lazio%20fbref","","","","needs-review","",""
"287","batch-06","fc-7209","Sorensen O.","C","C","PAR","Parma","7209","7","12","","Sorensen O Parma fbref","https://fbref.com/en/search/search.fcgi?search=Sorensen%20O%20Parma%20fbref","","","","needs-review","",""
"288","batch-06","fc-7223","Vergara","C","W/T","NAP","Napoli","7223","8","12","River Plaid","Vergara Napoli fbref","https://fbref.com/en/search/search.fcgi?search=Vergara%20Napoli%20fbref","","","","needs-review","",""
"289","batch-06","fc-7068","Vitik","D","Dc","BOL","Bologna","7068","4","7","As Paperopoli","Vitik Bologna fbref","https://fbref.com/en/search/search.fcgi?search=Vitik%20Bologna%20fbref","","","","needs-review","",""
"290","batch-06","fc-4374","Walukiewicz","D","Dd/Dc","SAS","Sassuolo","4374","5","12","","Walukiewicz Sassuolo fbref","https://fbref.com/en/search/search.fcgi?search=Walukiewicz%20Sassuolo%20fbref","","","","needs-review","",""
"291","batch-06","fc-7127","Addai","A","W/A","COM","Como","7127","6","9","FC DueFratelli2005","Addai Como fbref","https://fbref.com/en/search/search.fcgi?search=Addai%20Como%20fbref","","","","needs-review","",""
"292","batch-06","fc-4137","Diego Carlos","D","Dc","COM","Como","4137","8","12","","Diego Carlos Como fbref","https://fbref.com/en/search/search.fcgi?search=Diego%20Carlos%20Como%20fbref","","","","needs-review","",""
"293","batch-06","fc-7128","Kuhn","A","W/A","COM","Como","7128","5","9","As Paperopoli","Kuhn Como fbref","https://fbref.com/en/search/search.fcgi?search=Kuhn%20Como%20fbref","","","","needs-review","",""
"294","batch-06","fc-6426","Pedersen","D","Dd/E","TOR","Torino","6426","7","12","","Pedersen Torino fbref","https://fbref.com/en/search/search.fcgi?search=Pedersen%20Torino%20fbref","","","","needs-review","",""
"295","batch-06","fc-7198","Piotrowski","C","C","UDI","Udinese","7198","7","11","","Piotrowski Udinese fbref","https://fbref.com/en/search/search.fcgi?search=Piotrowski%20Udinese%20fbref","","","","needs-review","",""
"296","batch-06","fc-2722","Ravaglia F.","P","Por","BOL","Bologna","2722","4","3","Prestige Worldwide","Ravaglia F Bologna fbref","https://fbref.com/en/search/search.fcgi?search=Ravaglia%20F%20Bologna%20fbref","","","","needs-review","",""
"297","batch-06","fc-6981","Vaz","A","Pc","ROM","Roma","6981","8","11","Afc Severgas Baronissi","Vaz Roma fbref","https://fbref.com/en/search/search.fcgi?search=Vaz%20Roma%20fbref","","","","needs-review","",""
"298","batch-06","fc-5532","Bradaric","D","Ds/E","VER","Verona","5532","6","11","","Bradaric Verona fbref","https://fbref.com/en/search/search.fcgi?search=Bradaric%20Verona%20fbref","","","","needs-review","",""
"299","batch-06","fc-6039","Cabal","D","B/Ds/E","JUV","Juventus","6039","6","9","real mappine","Cabal Juventus fbref","https://fbref.com/en/search/search.fcgi?search=Cabal%20Juventus%20fbref","","","","needs-review","",""
"300","batch-06","fc-6519","Camarda","A","Pc","LEC","Lecce","6519","2","8","Olympic Salerno  FC","Camarda Lecce fbref","https://fbref.com/en/search/search.fcgi?search=Camarda%20Lecce%20fbref","","","","needs-review","",""
"301","batch-07","fc-2848","Frattesi","C","C/T","INT","Inter","2848","4","10","Prestige Worldwide","Frattesi Inter fbref","https://fbref.com/en/search/search.fcgi?search=Frattesi%20Inter%20fbref","","","","needs-review","",""
"302","batch-07","fc-6170","Gineitis","C","C","TOR","Torino","6170","7","9","","Gineitis Torino fbref","https://fbref.com/en/search/search.fcgi?search=Gineitis%20Torino%20fbref","","","","needs-review","",""
"303","batch-07","fc-7331","Loyola","C","M/C","PIS","Pisa","7331","5","11","Afc Severgas Baronissi","Loyola Pisa fbref","https://fbref.com/en/search/search.fcgi?search=Loyola%20Pisa%20fbref","","","","needs-review","",""
"304","batch-07","fc-6984","Ondrejka","C","W/A","PAR","Parma","6984","3","9","Olympic Salerno  FC","Ondrejka Parma fbref","https://fbref.com/en/search/search.fcgi?search=Ondrejka%20Parma%20fbref","","","","needs-review","",""
"305","batch-07","fc-6314","Openda","A","Pc","JUV","Juventus","6314","4","8","Afc Severgas Baronissi","Openda Juventus fbref","https://fbref.com/en/search/search.fcgi?search=Openda%20Juventus%20fbref","","","","needs-review","",""
"306","batch-07","fc-5298","Pobega","C","M/C","BOL","Bologna","5298","8","13","","Pobega Bologna fbref","https://fbref.com/en/search/search.fcgi?search=Pobega%20Bologna%20fbref","","","","needs-review","",""
"307","batch-07","fc-6641","Suzuki","P","Por","PAR","Parma","6641","11","8","","Suzuki Parma fbref","https://fbref.com/en/search/search.fcgi?search=Suzuki%20Parma%20fbref","","","","needs-review","",""
"308","batch-07","fc-5998","Zerbin","C","E/W","CRE","Cremonese","5998","6","9","","Zerbin Cremonese fbref","https://fbref.com/en/search/search.fcgi?search=Zerbin%20Cremonese%20fbref","","","","needs-review","",""
"309","batch-07","fc-4772","Angelino","D","E","ROM","Roma","4772","7","7","Ac Milan","Angelino Roma fbref","https://fbref.com/en/search/search.fcgi?search=Angelino%20Roma%20fbref","","","","needs-review","",""
"310","batch-07","fc-5992","Bondo","C","M/C","CRE","Cremonese","5992","5","12","","Bondo Cremonese fbref","https://fbref.com/en/search/search.fcgi?search=Bondo%20Cremonese%20fbref","","","","needs-review","",""
"311","batch-07","fc-7347","Bowie","A","A","VER","Verona","7347","10","33","","Bowie Verona fbref","https://fbref.com/en/search/search.fcgi?search=Bowie%20Verona%20fbref","","","","needs-review","",""
"312","batch-07","fc-6047","Ehizibue","D","Dd/E","UDI","Udinese","6047","7","10","","Ehizibue Udinese fbref","https://fbref.com/en/search/search.fcgi?search=Ehizibue%20Udinese%20fbref","","","","needs-review","",""
"313","batch-07","fc-7203","Jashari","C","C","MIL","Milan","7203","4","10","Ac Milan","Jashari Milan fbref","https://fbref.com/en/search/search.fcgi?search=Jashari%20Milan%20fbref","","","","needs-review","",""
"314","batch-07","fc-770","Pezzella Giu.","D","Ds/E","CRE","Cremonese","770","4","10","","Pezzella Giu Cremonese fbref","https://fbref.com/en/search/search.fcgi?search=Pezzella%20Giu%20Cremonese%20fbref","","","","needs-review","",""
"315","batch-07","fc-7012","Provstgaard","D","Dc","LAZ","Lazio","7012","7","12","","Provstgaard Lazio fbref","https://fbref.com/en/search/search.fcgi?search=Provstgaard%20Lazio%20fbref","","","","needs-review","",""
"316","batch-07","fc-7014","Smolcic I.","D","Dd/Dc","COM","Como","7014","6","12","","Smolcic I Como fbref","https://fbref.com/en/search/search.fcgi?search=Smolcic%20I%20Como%20fbref","","","","needs-review","",""
"317","batch-07","fc-5168","Tsimikas","D","Ds/E","ROM","Roma","5168","3","8","real mappine","Tsimikas Roma fbref","https://fbref.com/en/search/search.fcgi?search=Tsimikas%20Roma%20fbref","","","","needs-review","",""
"318","batch-07","fc-6013","Barbieri","D","Dd/Ds/E","CRE","Cremonese","6013","6","10","","Barbieri Cremonese fbref","https://fbref.com/en/search/search.fcgi?search=Barbieri%20Cremonese%20fbref","","","","needs-review","",""
"319","batch-07","fc-6271","El Aynaoui","C","M/C","ROM","Roma","6271","8","11","","El Aynaoui Roma fbref","https://fbref.com/en/search/search.fcgi?search=El%20Aynaoui%20Roma%20fbref","","","","needs-review","",""
"320","batch-07","fc-6010","Fazzini","C","C/T","FIO","Fiorentina","6010","3","10","Afc Severgas Baronissi","Fazzini Fiorentina fbref","https://fbref.com/en/search/search.fcgi?search=Fazzini%20Fiorentina%20fbref","","","","needs-review","",""
"321","batch-07","fc-27","Grassi","C","M/C","CRE","Cremonese","27","5","8","","Grassi Cremonese fbref","https://fbref.com/en/search/search.fcgi?search=Grassi%20Cremonese%20fbref","","","","needs-review","",""
"322","batch-07","fc-5010","Ismajli","D","Dc","TOR","Torino","5010","6","14","","Ismajli Torino fbref","https://fbref.com/en/search/search.fcgi?search=Ismajli%20Torino%20fbref","","","","needs-review","",""
"323","batch-07","fc-188","Leali","P","Por","GEN","Genoa","188","9","1","","Leali Genoa fbref","https://fbref.com/en/search/search.fcgi?search=Leali%20Genoa%20fbref","","","","needs-review","",""
"324","batch-07","fc-6836","Meister","A","Pc","PIS","Pisa","6836","5","9","","Meister Pisa fbref","https://fbref.com/en/search/search.fcgi?search=Meister%20Pisa%20fbref","","","","needs-review","",""
"325","batch-07","fc-7329","Obrador","D","Ds/E","TOR","Torino","7329","10","16","","Obrador Torino fbref","https://fbref.com/en/search/search.fcgi?search=Obrador%20Torino%20fbref","","","","needs-review","",""
"326","batch-07","fc-5449","Parisi","D","E","FIO","Fiorentina","5449","6","12","","Parisi Fiorentina fbref","https://fbref.com/en/search/search.fcgi?search=Parisi%20Fiorentina%20fbref","","","","needs-review","",""
"327","batch-07","fc-6159","Sarr A.","A","A","VER","Verona","6159","4","8","","Sarr A Verona fbref","https://fbref.com/en/search/search.fcgi?search=Sarr%20A%20Verona%20fbref","","","","needs-review","",""
"328","batch-07","fc-2861","Semper","P","Por","PIS","Pisa","2861","7","3","","Semper Pisa fbref","https://fbref.com/en/search/search.fcgi?search=Semper%20Pisa%20fbref","","","","needs-review","",""
"329","batch-07","fc-5307","Valenti","D","Dc","PAR","Parma","5307","5","10","","Valenti Parma fbref","https://fbref.com/en/search/search.fcgi?search=Valenti%20Parma%20fbref","","","","needs-review","",""
"330","batch-07","fc-4461","Zappa","D","B/Dd/E","CAG","Cagliari","4461","6","8","","Zappa Cagliari fbref","https://fbref.com/en/search/search.fcgi?search=Zappa%20Cagliari%20fbref","","","","needs-review","",""
"331","batch-07","fc-5820","Bertola","D","Dc","UDI","Udinese","5820","5","9","","Bertola Udinese fbref","https://fbref.com/en/search/search.fcgi?search=Bertola%20Udinese%20fbref","","","","needs-review","",""
"332","batch-07","fc-612","Bianchetti","D","Dc","CRE","Cremonese","612","4","9","","Bianchetti Cremonese fbref","https://fbref.com/en/search/search.fcgi?search=Bianchetti%20Cremonese%20fbref","","","","needs-review","",""
"333","batch-07","fc-7249","Buksa","A","Pc","UDI","Udinese","7249","7","8","","Buksa Udinese fbref","https://fbref.com/en/search/search.fcgi?search=Buksa%20Udinese%20fbref","","","","needs-review","",""
"334","batch-07","fc-795","El Shaarawy","C","W","ROM","Roma","795","9","11","","El Shaarawy Roma fbref","https://fbref.com/en/search/search.fcgi?search=El%20Shaarawy%20Roma%20fbref","","","","needs-review","",""
"335","batch-07","fc-5858","Ferguson","C","C/T","BOL","Bologna","5858","5","12","","Ferguson Bologna fbref","https://fbref.com/en/search/search.fcgi?search=Ferguson%20Bologna%20fbref","","","","needs-review","",""
"336","batch-07","fc-7069","Fortini","D","E","FIO","Fiorentina","7069","2","9","As Paperopoli","Fortini Fiorentina fbref","https://fbref.com/en/search/search.fcgi?search=Fortini%20Fiorentina%20fbref","","","","needs-review","",""
"337","batch-07","fc-7349","Kulenovic","A","Pc","TOR","Torino","7349","4","9","As Paperopoli","Kulenovic Torino fbref","https://fbref.com/en/search/search.fcgi?search=Kulenovic%20Torino%20fbref","","","","needs-review","",""
"338","batch-07","fc-5850","Lovric","C","C","VER","Verona","5850","3","9","River Plaid","Lovric Verona fbref","https://fbref.com/en/search/search.fcgi?search=Lovric%20Verona%20fbref","","","","needs-review","",""
"339","batch-07","fc-1976","Mazzitelli","C","M/C","CAG","Cagliari","1976","10","12","","Mazzitelli Cagliari fbref","https://fbref.com/en/search/search.fcgi?search=Mazzitelli%20Cagliari%20fbref","","","","needs-review","",""
"340","batch-07","fc-7202","Ndiaye","D","Dc","PAR","Parma","7202","2","5","Real Pisistrius","Ndiaye Parma fbref","https://fbref.com/en/search/search.fcgi?search=Ndiaye%20Parma%20fbref","","","","needs-review","",""
"341","batch-07","fc-7138","Ordonez C.","C","M/C","PAR","Parma","7138","6","12","","Ordonez C Parma fbref","https://fbref.com/en/search/search.fcgi?search=Ordonez%20C%20Parma%20fbref","","","","needs-review","",""
"342","batch-07","fc-6481","Payero","C","C","CRE","Cremonese","6481","5","8","","Payero Cremonese fbref","https://fbref.com/en/search/search.fcgi?search=Payero%20Cremonese%20fbref","","","","needs-review","",""
"343","batch-07","fc-6593","Akinsanmiro","C","C/T","PIS","Pisa","6593","5","11","","Akinsanmiro Pisa fbref","https://fbref.com/en/search/search.fcgi?search=Akinsanmiro%20Pisa%20fbref","","","","needs-review","",""
"344","batch-07","fc-6889","Anjorin","C","C/T","TOR","Torino","6889","2","9","As Paperopoli","Anjorin Torino fbref","https://fbref.com/en/search/search.fcgi?search=Anjorin%20Torino%20fbref","","","","needs-review","",""
"345","batch-07","fc-441","Belotti","A","Pc","CAG","Cagliari","441","5","10","Ac Milan","Belotti Cagliari fbref","https://fbref.com/en/search/search.fcgi?search=Belotti%20Cagliari%20fbref","","","","needs-review","",""
"346","batch-07","fc-322","De Vrij","D","Dc","INT","Inter","322","3","9","Prestige Worldwide","De Vrij Inter fbref","https://fbref.com/en/search/search.fcgi?search=De%20Vrij%20Inter%20fbref","","","","needs-review","",""
"347","batch-07","fc-2640","Kolasinac","D","B/Ds/E","ATA","Atalanta","2640","7","12","","Kolasinac Atalanta fbref","https://fbref.com/en/search/search.fcgi?search=Kolasinac%20Atalanta%20fbref","","","","needs-review","",""
"348","batch-07","fc-6246","Lipani","C","M/C","SAS","Sassuolo","6246","6","8","","Lipani Sassuolo fbref","https://fbref.com/en/search/search.fcgi?search=Lipani%20Sassuolo%20fbref","","","","needs-review","",""
"349","batch-07","fc-5116","Martinez Jo.","P","Por","INT","Inter","5116","5","1","Afc Severgas Baronissi","Martinez Jo Inter fbref","https://fbref.com/en/search/search.fcgi?search=Martinez%20Jo%20Inter%20fbref","","","","needs-review","",""
"350","batch-07","fc-7208","Miller L.","C","M/C","UDI","Udinese","7208","7","11","","Miller L Udinese fbref","https://fbref.com/en/search/search.fcgi?search=Miller%20L%20Udinese%20fbref","","","","needs-review","",""
"351","batch-08","fc-2728","Pellegrini Lu.","D","Ds/E","LAZ","Lazio","2728","5","9","","Pellegrini Lu Lazio fbref","https://fbref.com/en/search/search.fcgi?search=Pellegrini%20Lu%20Lazio%20fbref","","","","needs-review","",""
"352","batch-08","fc-7240","Siebert","D","Dc","LEC","Lecce","7240","6","14","","Siebert Lecce fbref","https://fbref.com/en/search/search.fcgi?search=Siebert%20Lecce%20fbref","","","","needs-review","",""
"353","batch-08","fc-7235","Troilo","D","Dc","PAR","Parma","7235","5","12","","Troilo Parma fbref","https://fbref.com/en/search/search.fcgi?search=Troilo%20Parma%20fbref","","","","needs-review","",""
"354","batch-08","fc-6980","Venturino","C","W","ROM","Roma","6980","2","12","FC DueFratelli2005","Venturino Roma fbref","https://fbref.com/en/search/search.fcgi?search=Venturino%20Roma%20fbref","","","","needs-review","",""
"355","batch-08","fc-5527","Zanoli","D","Dd/E","UDI","Udinese","5527","6","12","","Zanoli Udinese fbref","https://fbref.com/en/search/search.fcgi?search=Zanoli%20Udinese%20fbref","","","","needs-review","",""
"356","batch-08","fc-5286","Akpa Akpro","C","M/C","VER","Verona","5286","5","10","","Akpa Akpro Verona fbref","https://fbref.com/en/search/search.fcgi?search=Akpa%20Akpro%20Verona%20fbref","","","","needs-review","",""
"357","batch-08","fc-2745","Calabresi","D","B/Dd/E","PIS","Pisa","2745","3","6","","Calabresi Pisa fbref","https://fbref.com/en/search/search.fcgi?search=Calabresi%20Pisa%20fbref","","","","needs-review","",""
"358","batch-08","fc-1871","Deiola","C","M/C","CAG","Cagliari","1871","6","11","","Deiola Cagliari fbref","https://fbref.com/en/search/search.fcgi?search=Deiola%20Cagliari%20fbref","","","","needs-review","",""
"359","batch-08","fc-5290","Estevez","C","M/C","PAR","Parma","5290","5","8","","Estevez Parma fbref","https://fbref.com/en/search/search.fcgi?search=Estevez%20Parma%20fbref","","","","needs-review","",""
"360","batch-08","fc-6005","Ilkhan","C","C/T","TOR","Torino","6005","7","8","","Ilkhan Torino fbref","https://fbref.com/en/search/search.fcgi?search=Ilkhan%20Torino%20fbref","","","","needs-review","",""
"361","batch-08","fc-5457","Maleh","C","M/C","CRE","Cremonese","5457","5","5","","Maleh Cremonese fbref","https://fbref.com/en/search/search.fcgi?search=Maleh%20Cremonese%20fbref","","","","needs-review","",""
"362","batch-08","fc-6917","Masini","C","M/C","GEN","Genoa","6917","5","7","","Masini Genoa fbref","https://fbref.com/en/search/search.fcgi?search=Masini%20Genoa%20fbref","","","","needs-review","",""
"363","batch-08","fc-6575","Zaragoza","C","W/A","ROM","Roma","6575","4","10","FC DueFratelli2005","Zaragoza Roma fbref","https://fbref.com/en/search/search.fcgi?search=Zaragoza%20Roma%20fbref","","","","needs-review","",""
"364","batch-08","fc-7274","Zè Pedro","D","Dc","CAG","Cagliari","7274","5","11","","Zè Pedro Cagliari fbref","https://fbref.com/en/search/search.fcgi?search=Z%C3%A8%20Pedro%20Cagliari%20fbref","","","","needs-review","",""
