playerKey,fantacalcioId,playerName,classicRole,mantraRoles,realTeam,fantasyRoster,fbrefId,fbrefName,fbrefUrl,mappingStatus,statsStatus,competition,matches,starts,minutes,goals,assists,xg,npxg,xa,xag,yellowCards,redCards,sourceUrl,sourceUpdatedAt,statsNotes
fc-6164,6164,Vitinha O.,A,Pc,GEN,real mappine,74d4cec6,Vitinha,https://fbref.com/en/players/74d4cec6/Vitinha,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-2489,2489,Pedro,A,A,LAZ,Beetlejuice,3ca7254a,Pedro,https://fbref.com/en/players/3ca7254a/Pedro,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5888,5888,Casadei,C,C/T,TOR,Prestige Worldwide,fb920f3a,Cesare Casadei,https://fbref.com/en/players/fb920f3a/Cesare-Casadei,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-4896,4896,Maldini,C,T/A,LAZ,As Paperopoli,801831fe,Daniel Maldini,https://fbref.com/en/players/801831fe/Daniel-Maldini,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-4287,4287,Lobotka,C,M/C,NAP,River Plaid,e1cbb531,Stanislav Lobotka,https://fbref.com/en/players/e1cbb531/Stanislav-Lobotka,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-4220,4220,Zambo Anguissa,C,M/C,NAP,Beetlejuice,6bb2c084,Andre-Frank Zambo Anguissa,https://fbref.com/en/players/6bb2c084/Andre-Frank-Zambo-Anguissa,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-4360,4360,Caprile,P,Por,CAG,Prestige Worldwide,97d7afbd,Elia Caprile,https://fbref.com/en/players/97d7afbd/Elia-Caprile,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-572,572,Meret,P,Por,NAP,Olympic Salerno  FC,9413b19f,Alex Meret,https://fbref.com/en/players/9413b19f/Alex-Meret,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5422,5422,Zalewski,C,E/W,ATA,Real Pisistrius,45191c29,Nicola Zalewski,https://fbref.com/en/players/45191c29/Nicola-Zalewski,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-2160,2160,Gosens,D,E,FIO,Beetlejuice,2d970560,Robin Gosens,https://fbref.com/en/players/2d970560/Robin-Gosens,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7342,7342,Elphege,A,Pc,PAR,,a3f86b82,Nesta Elphege,https://fbref.com/en/players/a3f86b82/Nesta-Elphege,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6380,6380,Solomon,A,W/A,FIO,Afc Severgas Baronissi,886f9aac,Manor Solomon,https://fbref.com/en/players/886f9aac/Manor-Solomon,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6898,6898,Keita M.,C,M/C,PAR,As Paperopoli,f5692b25,Mandela Keita,https://fbref.com/en/players/f5692b25/Mandela-Keita,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5036,5036,Caqueret,C,C/T,COM,River Plaid,f81ef10d,Maxence Caqueret,https://fbref.com/en/players/f81ef10d/Maxence-Caqueret,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-4686,4686,Fofana Y.,C,M/C,MIL,Real Pisistrius,822d51d7,Youssouf Fofana,https://fbref.com/en/players/822d51d7/Youssouf-Fofana,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7155,7155,Muharemovic,D,Dc,SAS,real mappine,426dda23,Tarik Muharemovic,https://fbref.com/en/players/426dda23/Tarik-Muharemovic,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6893,6893,Kempf,D,Dc,COM,Beetlejuice,815c314f,Marc-Oliver Kempf,https://fbref.com/en/players/815c314f/Marc-Oliver-Kempf,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5620,5620,Tavares N.,D,Ds/E,LAZ,Ac Milan,a65c844b,Nuno Tavares,https://fbref.com/en/players/a65c844b/Nuno-Tavares,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-554,554,Zappacosta,D,E,ATA,River Plaid,7fe90ccd,Davide Zappacosta,https://fbref.com/en/players/7fe90ccd/Davide-Zappacosta,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6190,6190,Pisilli,C,C,ROM,As Paperopoli,c84dcc88,Niccolò Pisilli,https://fbref.com/en/players/c84dcc88/Niccolo-Pisilli,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5735,5735,Volpato,C,W/T,SAS,FC DueFratelli2005,72f87f25,Cristian Volpato,https://fbref.com/en/players/72f87f25/Cristian-Volpato,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-333,333,Cataldi,C,M/C,LAZ,River Plaid,ba3d3bea,Danilo Cataldi,https://fbref.com/en/players/ba3d3bea/Danilo-Cataldi,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6986,6986,Rensch,D,B/Dd/E,ROM,Afc Severgas Baronissi,c5cbbcff,Devyne Rensch,https://fbref.com/en/players/c5cbbcff/Devyne-Rensch,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6867,6867,Valle,D,Ds/E,COM,Afc Severgas Baronissi,97022551,Álex Valle,https://fbref.com/en/players/97022551/Alex-Valle,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6550,6550,Garcia U.,D,B/Ds/E,SAS,,c952f633,Ulisses Garcia,https://fbref.com/en/players/c952f633/Ulisses-Garcia,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5520,5520,Cambiaso,D,E,JUV,Prestige Worldwide,247ed022,Andrea Cambiaso,https://fbref.com/en/players/247ed022/Andrea-Cambiaso,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7329,7329,Obrador,D,Ds/E,TOR,,949c3655,Rafel Obrador,https://fbref.com/en/players/949c3655/Rafel-Obrador,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5833,5833,Gila,D,Dc,LAZ,,9c435456,Mario Gila,https://fbref.com/en/players/9c435456/Mario-Gila,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-460,460,Romagnoli,D,Dc,LAZ,Ac Milan,3ead85f9,Alessio Romagnoli,https://fbref.com/en/players/3ead85f9/Alessio-Romagnoli,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7374,7374,Mendy P.,A,Pc,CAG,,2bf26d08,Paul Mendy,https://fbref.com/en/players/2bf26d08/Paul-Mendy,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6669,6669,Bonny,A,Pc,INT,River Plaid,64629ba4,Ange-Yoan Bonny,https://fbref.com/en/players/64629ba4/Ange-Yoan-Bonny,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6552,6552,Orban G.,A,Pc,VER,As Paperopoli,de17db90,Gift Orban,https://fbref.com/en/players/de17db90/Gift-Orban,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6243,6243,Borrelli,A,Pc,CAG,Ac Milan,04c4edc1,Gennaro Borrelli,https://fbref.com/en/players/04c4edc1/Gennaro-Borrelli,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5336,5336,Nzola,A,Pc,SAS,Beetlejuice,a4948e67,M'Bala Nzola,https://fbref.com/en/players/a4948e67/MBala-Nzola,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-4359,4359,Piccoli,A,Pc,FIO,Beetlejuice,1cadaf34,Roberto Piccoli,https://fbref.com/en/players/1cadaf34/Roberto-Piccoli,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-608,608,Zapata D.,A,Pc,TOR,River Plaid,d3de9af0,Duván Zapata,https://fbref.com/en/players/d3de9af0/Duvan-Zapata,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7133,7133,Vandeputte,C,W/T,CRE,Real Pisistrius,68e75bf4,Jari Vandeputte,https://fbref.com/en/players/68e75bf4/Jari-Vandeputte,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6831,6831,Neres,C,W/A,NAP,Beetlejuice,4f1e6a0b,David Neres,https://fbref.com/en/players/4f1e6a0b/David-Neres,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6680,6680,Karlstrom,C,M/C,UDI,,e0a1f4eb,Jesper Karlström,https://fbref.com/en/players/e0a1f4eb/Jesper-Karlstrom,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5823,5823,Baldanzi,C,T/A,GEN,Ac Milan,102e2599,Tommaso Baldanzi,https://fbref.com/en/players/102e2599/Tommaso-Baldanzi,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5791,5791,Frendrup,C,M/C,GEN,Olympic Salerno  FC,f4d60499,Morten Frendrup,https://fbref.com/en/players/f4d60499/Morten-Frendrup,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-4947,4947,Brescianini,C,C/T,FIO,real mappine,dfd56738,Marco Brescianini,https://fbref.com/en/players/dfd56738/Marco-Brescianini,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-4364,4364,Gaetano,C,T,CAG,FC DueFratelli2005,3b387cc7,Gianluca Gaetano,https://fbref.com/en/players/3b387cc7/Gianluca-Gaetano,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-4349,4349,Nicolussi Caviglia,C,M/C,PAR,River Plaid,b136c945,Hans Nicolussi Caviglia,https://fbref.com/en/players/b136c945/Hans-Nicolussi-Caviglia,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6496,6496,Bartesaghi,D,Ds/E,MIL,Real Pisistrius,7e0b6c50,Davide Bartesaghi,https://fbref.com/en/players/7e0b6c50/Davide-Bartesaghi,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5877,5877,Carlos Augusto,D,B/Ds/E,INT,Beetlejuice,8d3cd59d,Carlos Augusto,https://fbref.com/en/players/8d3cd59d/Carlos-Augusto,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5555,5555,Kamara H.,D,Ds/E,UDI,Real Pisistrius,19a12bed,Hassane Kamara,https://fbref.com/en/players/19a12bed/Hassane-Kamara,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-4502,4502,Gallo,D,Ds/E,LEC,,c74d63ac,Antonino Gallo,https://fbref.com/en/players/c74d63ac/Antonino-Gallo,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7337,7337,Motta,P,Por,LAZ,,35dfd6b5,Edoardo Motta,https://fbref.com/en/players/35dfd6b5/Edoardo-Motta,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-2814,2814,Provedel,P,Por,LAZ,Real Pisistrius,277da414,Ivan Provedel,https://fbref.com/en/players/277da414/Ivan-Provedel,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6629,6629,Dele-Bashiru,C,C/T,LAZ,River Plaid,121a4fb8,Fisayo Dele-Bashiru,https://fbref.com/en/players/121a4fb8/Fisayo-Dele-Bashiru,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6252,6252,Folorunsho,C,C/T,CAG,,c391a179,Michael Folorunsho,https://fbref.com/en/players/c391a179/Michael-Folorunsho,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-2765,2765,Odgaard,C,T/A,BOL,Beetlejuice,75374ee7,Jens Odgaard,https://fbref.com/en/players/75374ee7/Jens-Odgaard,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-2529,2529,Mkhitaryan,C,C/T,INT,Afc Severgas Baronissi,dd0daf32,Henrikh Mkhitaryan,https://fbref.com/en/players/dd0daf32/Henrikh-Mkhitaryan,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-2077,2077,Pasalic,C,C/T,ATA,Beetlejuice,e599253a,Mario Pašalić,https://fbref.com/en/players/e599253a/Mario-Pasalic,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-788,788,Freuler,C,M/C,BOL,As Paperopoli,98d2c2c4,Remo Freuler,https://fbref.com/en/players/98d2c2c4/Remo-Freuler,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7240,7240,Siebert,D,Dc,LEC,,5967328c,Jamil Siebert,https://fbref.com/en/players/5967328c/Jamil-Siebert,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6814,6814,Norton-Cuffy,D,Dd/E,GEN,FC DueFratelli2005,54f5b2bd,Brooke Norton-Cuffy,https://fbref.com/en/players/54f5b2bd/Brooke-Norton-Cuffy,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6485,6485,Kristensen T.,D,Dd/Dc,UDI,Olympic Salerno  FC,fadf9a05,Thomas Kristensen,https://fbref.com/en/players/fadf9a05/Thomas-Kristensen,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5840,5840,Olivera,D,Ds/E,NAP,Prestige Worldwide,41c12f75,Mathías Olivera,https://fbref.com/en/players/41c12f75/Mathias-Olivera,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5010,5010,Ismajli,D,Dc,TOR,,8fa5ec22,Ardian Ismajli,https://fbref.com/en/players/8fa5ec22/Ardian-Ismajli,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-4657,4657,Celik,D,B/Dd/E,ROM,FC DueFratelli2005,31a62dc7,Zeki Çelik,https://fbref.com/en/players/31a62dc7/Zeki-Celik,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-4401,4401,Gabbia,D,Dc,MIL,Olympic Salerno  FC,c235e803,Matteo Gabbia,https://fbref.com/en/players/c235e803/Matteo-Gabbia,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6462,6462,Okoye,P,Por,UDI,Ac Milan,ab5c36dd,Maduka Okoye,https://fbref.com/en/players/ab5c36dd/Maduka-Okoye,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-133,133,Skorupski,P,Por,BOL,Prestige Worldwide,ab4449d6,Łukasz Skorupski,https://fbref.com/en/players/ab4449d6/Lukasz-Skorupski,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7318,7318,Gandelman,C,C/T,LEC,Afc Severgas Baronissi,e4b121b3,Omri Gandelman,https://fbref.com/en/players/e4b121b3/Omri-Gandelman,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6549,6549,Pierotti,C,W/A,LEC,,ec315772,Santiago Pierotti,https://fbref.com/en/players/ec315772/Santiago-Pierotti,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6486,6486,Suslov,C,W/T,VER,,83fe71b8,Tomáš Suslov,https://fbref.com/en/players/83fe71b8/Tomas-Suslov,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6394,6394,Ramadani,C,M/C,LEC,,ef3c876b,Ylber Ramadani,https://fbref.com/en/players/ef3c876b/Ylber-Ramadani,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6274,6274,Diouf,C,C,INT,,9b5237b1,Andy Diouf,https://fbref.com/en/players/9b5237b1/Andy-Diouf,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5453,5453,Ricci S.,C,M/C,MIL,Beetlejuice,9823be92,Samuele Ricci,https://fbref.com/en/players/9823be92/Samuele-Ricci,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5298,5298,Pobega,C,M/C,BOL,,55a1cac2,Tommaso Pobega,https://fbref.com/en/players/55a1cac2/Tommaso-Pobega,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-4870,4870,Adopo,C,M/C,CAG,Olympic Salerno  FC,599d91d0,Michel Ndary Adopo,https://fbref.com/en/players/599d91d0/Michel-Ndary-Adopo,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-4479,4479,Elmas,C,W/T,NAP,FC DueFratelli2005,cf007308,Elif Elmas,https://fbref.com/en/players/cf007308/Elif-Elmas,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-2528,2528,Matic,C,M/C,SAS,,eb7822d7,Nemanja Matić,https://fbref.com/en/players/eb7822d7/Nemanja-Matic,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7143,7143,Angori,D,Ds/E,PIS,,9ee1d39e,Samuele Angori,https://fbref.com/en/players/9ee1d39e/Samuele-Angori,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6990,6990,Veiga D.,D,Dd/E,LEC,,cc094532,Danilo Veiga,https://fbref.com/en/players/cc094532/Danilo-Veiga,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6663,6663,Circati,D,Dc,PAR,Prestige Worldwide,1223765c,Alessandro Circati,https://fbref.com/en/players/1223765c/Alessandro-Circati,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5835,5835,Baschirotto,D,Dc,CRE,Beetlejuice,5a08ee41,Federico Baschirotto,https://fbref.com/en/players/5a08ee41/Federico-Baschirotto,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5701,5701,Obert,D,Ds/Dc,CAG,,aa25ce92,Adam Obert,https://fbref.com/en/players/aa25ce92/Adam-Obert,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-2724,2724,Buongiorno,D,Dc,NAP,Real Pisistrius,4ae67f27,Alessandro Buongiorno,https://fbref.com/en/players/4ae67f27/Alessandro-Buongiorno,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-787,787,Djimsiti,D,Dc,ATA,As Paperopoli,6eee05f1,Berat Djimsiti,https://fbref.com/en/players/6eee05f1/Berat-Djimsiti,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7252,7252,Stulic,A,Pc,LEC,real mappine,557ada13,Nikola Štulić,https://fbref.com/en/players/557ada13/Nikola-Stulic,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7008,7008,Gimenez,A,Pc,MIL,Ac Milan,37337aea,Santiago Giménez,https://fbref.com/en/players/37337aea/Santiago-Gimenez,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6365,6365,Ferguson E.,A,Pc,ROM,Afc Severgas Baronissi,4596da74,Evan Ferguson,https://fbref.com/en/players/4596da74/Evan-Ferguson,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5506,5506,Ekuban,A,A,GEN,real mappine,7afbd2c3,Caleb Ekuban,https://fbref.com/en/players/7afbd2c3/Caleb-Ekuban,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5500,5500,Cancellieri,A,W/A,LAZ,Real Pisistrius,b6a1cdf9,Matteo Cancellieri,https://fbref.com/en/players/b6a1cdf9/Matteo-Cancellieri,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-2678,2678,Fullkrug,A,Pc,MIL,Afc Severgas Baronissi,4f16405e,Niclas Füllkrug,https://fbref.com/en/players/4f16405e/Niclas-Fullkrug,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7223,7223,Vergara,C,W/T,NAP,River Plaid,848c17ed,Antonio Vergara,https://fbref.com/en/players/848c17ed/Antonio-Vergara,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7209,7209,Sorensen O.,C,C,PAR,,53e442e2,Oliver Jensen,https://fbref.com/en/players/53e442e2/Oliver-Jensen,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7146,7146,Tourè I.,C,E/M,PIS,real mappine,6cfd5783,Idrissa Touré,https://fbref.com/en/players/6cfd5783/Idrissa-Toure,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7138,7138,Ordonez C.,C,M/C,PAR,,0d94b6d9,Christian Ordoñez,https://fbref.com/en/players/0d94b6d9/Christian-Ordonez,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6980,6980,Venturino,C,W,ROM,FC DueFratelli2005,a5049464,Lorenzo Venturino,https://fbref.com/en/players/a5049464/Lorenzo-Venturino,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5992,5992,Bondo,C,M/C,CRE,,0def2376,Warren Bondo,https://fbref.com/en/players/0def2376/Warren-Bondo,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5858,5858,Ferguson,C,C/T,BOL,,ee64a822,Lewis Ferguson,https://fbref.com/en/players/ee64a822/Lewis-Ferguson,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5813,5813,Miretti,C,C/T,JUV,Prestige Worldwide,34693494,Fabio Miretti,https://fbref.com/en/players/34693494/Fabio-Miretti,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5784,5784,Aebischer,C,C,PIS,Ac Milan,f9c927de,Michel Aebischer,https://fbref.com/en/players/f9c927de/Michel-Aebischer,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5761,5761,Zhegrova,C,W,JUV,real mappine,34a88e3e,Edon Zhegrova,https://fbref.com/en/players/34a88e3e/Edon-Zhegrova,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5319,5319,Sohm,C,C,BOL,Real Pisistrius,a5f458d9,Simon Sohm,https://fbref.com/en/players/a5f458d9/Simon-Sohm,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5301,5301,Luis Henrique,C,E/W,INT,,f36d5624,Luis Henrique,https://fbref.com/en/players/f36d5624/Luis-Henrique,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5131,5131,Gilmour,C,M/C,NAP,River Plaid,df10e27c,Billy Gilmour,https://fbref.com/en/players/df10e27c/Billy-Gilmour,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-4970,4970,Messias,C,C/W,GEN,,f49c4ae9,Junior Messias,https://fbref.com/en/players/f49c4ae9/Junior-Messias,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-4404,4404,Thorsby,C,C/T,CRE,Beetlejuice,d1b49282,Morten Thorsby,https://fbref.com/en/players/d1b49282/Morten-Thorsby,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-4284,4284,Sergi Roberto,C,M/C,COM,,335fa267,Sergi Roberto,https://fbref.com/en/players/335fa267/Sergi-Roberto,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-4199,4199,Loftus-Cheek,C,C/T,MIL,Real Pisistrius,e97fd090,Ruben Loftus-Cheek,https://fbref.com/en/players/e97fd090/Ruben-Loftus-Cheek,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-2334,2334,Leris,C,W,PIS,,7d3cbc67,Mehdi Léris,https://fbref.com/en/players/7d3cbc67/Mehdi-Leris,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-1976,1976,Mazzitelli,C,M/C,CAG,,dc61b402,Luca Mazzitelli,https://fbref.com/en/players/dc61b402/Luca-Mazzitelli,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-801,801,Gagliardini,C,M/C,VER,,ce30bfc8,Roberto Gagliardini,https://fbref.com/en/players/ce30bfc8/Roberto-Gagliardini,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7352,7352,Edmundsson,D,Dc,VER,,7131f38f,Andrias Edmundsson,https://fbref.com/en/players/7131f38f/Andrias-Edmundsson,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7235,7235,Troilo,D,Dc,PAR,,fa2c1419,Mariano Troilo,https://fbref.com/en/players/fa2c1419/Mariano-Troilo,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7220,7220,Belghali,D,Dd/E,VER,Ac Milan,0abcb968,Rafik Belghali,https://fbref.com/en/players/0abcb968/Rafik-Belghali,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7219,7219,Bernasconi,D,E,ATA,As Paperopoli,c1041eb7,Lorenzo Bernasconi,https://fbref.com/en/players/c1041eb7/Lorenzo-Bernasconi,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7212,7212,Heggem,D,Ds/Dc,BOL,As Paperopoli,834fea76,Torbjørn Heggem,https://fbref.com/en/players/834fea76/Torbjorn-Heggem,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7175,7175,Joao Mario,D,E,BOL,Olympic Salerno  FC,82a39b66,João Mário Lopes,https://fbref.com/en/players/82a39b66/Joao-Mario-Lopes,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7131,7131,Floriani Mussolini,D,Dd/E,CRE,River Plaid,e19e0ca1,Romano Floriani,https://fbref.com/en/players/e19e0ca1/Romano-Floriani,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7014,7014,Smolcic I.,D,Dd/Dc,COM,,08e57960,Ivan Smolčić,https://fbref.com/en/players/08e57960/Ivan-Smolcic,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-7012,7012,Provstgaard,D,Dc,LAZ,,e97adead,Oliver Nielsen,https://fbref.com/en/players/e97adead/Oliver-Nielsen,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6672,6672,Idzes,D,Dc,SAS,Afc Severgas Baronissi,a54ef587,Jay Idzes,https://fbref.com/en/players/a54ef587/Jay-Idzes,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6660,6660,Marcandalli,D,Dc,GEN,Olympic Salerno  FC,d3225ad1,Alessandro Marcandalli,https://fbref.com/en/players/d3225ad1/Alessandro-Marcandalli,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6642,6642,Coco,D,Dc,TOR,Beetlejuice,d0ee1652,Saúl Coco,https://fbref.com/en/players/d0ee1652/Saul-Coco,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6639,6639,Frese,D,Ds/E,VER,,b910e9c0,Martin Frese,https://fbref.com/en/players/b910e9c0/Martin-Frese,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6426,6426,Pedersen,D,Dd/E,TOR,,596cc50e,Marcus Pedersen,https://fbref.com/en/players/596cc50e/Marcus-Pedersen,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-6042,6042,Lucumì,D,Dc,BOL,As Paperopoli,80490d7f,Jhon Lucumí,https://fbref.com/en/players/80490d7f/Jhon-Lucumi,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5603,5603,Pongracic,D,Dc,FIO,Ac Milan,2a6cd437,Marin Pongračić,https://fbref.com/en/players/2a6cd437/Marin-Pongracic,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5527,5527,Zanoli,D,Dd/E,UDI,,3b12b11f,Alessandro Zanoli,https://fbref.com/en/players/3b12b11f/Alessandro-Zanoli,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5449,5449,Parisi,D,E,FIO,,0967845b,Fabiano Parisi,https://fbref.com/en/players/0967845b/Fabiano-Parisi,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-5427,5427,Gutierrez,D,Ds/E,NAP,Ac Milan,7e98cff1,Miguel Gutiérrez,https://fbref.com/en/players/7e98cff1/Miguel-Gutierrez,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-4994,4994,Vojvoda,D,Dd/E,COM,River Plaid,be2706c0,Mërgim Vojvoda,https://fbref.com/en/players/be2706c0/Mergim-Vojvoda,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-4433,4433,Zortea,D,E,BOL,Afc Severgas Baronissi,82598b71,Nadir Zortea,https://fbref.com/en/players/82598b71/Nadir-Zortea,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-4374,4374,Walukiewicz,D,Dd/Dc,SAS,,217875a4,Sebastian Walukiewicz,https://fbref.com/en/players/217875a4/Sebastian-Walukiewicz,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
fc-4210,4210,Mina,D,Dc,CAG,FC DueFratelli2005,6d5701f2,Yerry Mina,https://fbref.com/en/players/6d5701f2/Yerry-Mina,confirmed,empty-template,Serie A,,,,,,,,,,,,,,
